name,num
I,3050
Adela,1817
Richard,856
Mutimer,811
Alice,693
You,506
Hubert,466
Kate,289
Rodman,243
Arry,228
we,226
it,223
mother,216
Emma,214
Eldon,210
Mr Wyvern,177
Mrs Mutimer,171
Letty,169
Daniel,166
Alfred,152
widow,148
He,147
me,146
husband,144
Waltham,128
Mr Keene,121
wife,120
It,120
Mrs Waltham,114
We,105
Mr Mutimer,97
solicitude,96
Dick,89
Henry,83
They,79
men,79
Mrs Eldon,78
brother,72
King Mutimer,70
one,64
Jane,64
Wanley,63
people,59
servant,53
girl,53
Mrs Clay,52
She,52
someone,52
vicar,51
Mr Westlake,50
Stella Stella,50
Mr Eldon,48
children,46
son,45
voice,44
us,42
Maud,42
Keene,39
Dabbs,37
lady,35
Stella Westlake,34
friends,34
Mr Willis,33
don,33
Mr Waltham,32
word,32
women,32
Jack,31
life,30
Roodhouse,30
girls,30
name,29
New,29
herself,27
world,27
class,27
gentleman,27
Punctuality,27
eyes,26
Vine,26
something,26
wretches,26
fellow,25
Comrade,25
Mr Rodman,24
house,24
Poor,24
order,24
Miss Waltham,22
Don,22
poet,22
business,21
Mrs Mewling,20
heart,20
Tew,20
Lecture,20
Hall,20
Westlake Stella,19
friend,19
Clara,19
others,19
Belwick,19
face,19
character,19
devil,19
hands,18
letter,18
Manor,18
haven,18
whereon,18
Westlake Mr,17
Westlake Westlake,17
way,17
himself,17
thought,17
kind,17
speaker,17
Mr Cowes,16
labour,16
Mr Dabbs,15
lips,15
room,15
money,15
daughter,15
sister sister,14
Westlake I,14
ll,14
door,14
father,14
boy,14
Wyvern,14
work,14
People,14
Mr Hilary,13
Mr Boscobel,13
doctor,13
lawyer,13
meeting,13
zeal,13
nature,13
pamphlet,13
Mrs Westlake,12
Socialists Socialists,12
representative,12
mind,12
head,12
nothing,12
bodyguard,12
Yottle,12
clergyman,12
guards,12
party,12
Mr Yottle,11
Stella I,11
Oh,11
countenance,11
anyone,11
visitor,11
family,11
houses,11
Hoxton,11
Bertie,11
child,11
Mrs Adela,10
Miss Mutimer,10
youth,10
Agworth,10
position,10
book,10
elder,10
course,10
Willis,10
lad,10
wouldn,10
paper,10
Boscobel,10
Someone,10
journalist journalist,9
Mr Kitshaw,9
news,9
police,9
appearance,9
thing,9
will,9
conversation,9
themselves,9
tone,9
Hilary,9
works,9
words,9
majority,9
feet,9
week,9
eye,9
use,9
things,9
Mutimers,9
talk,9
look,9
gentlemen,8
Delancey,8
evening,8
Redgrave,8
crowd,8
sight,8
letters,8
anything,8
pounds,8
persons,8
change,8
address,8
society,8
spirits,8
Mother,8
public,8
side,8
time,8
calumnies,8
maidenhood,8
Jessie,8
curse,8
housewife,8
sister Kate,7
Mr Cullen,7
Mr Alfred,7
hour,7
clock,7
intelligence,7
fortune,7
voices,7
ladies,7
hand,7
window,7
impulse,7
length,7
experience,7
reading,7
Irish,7
Dairy,7
Company,7
Her,7
night,7
features,7
part,7
light,7
hall,7
Cowes,7
feeling,7
Union,7
smile,7
ease,7
air,7
soul,7
Radicalism,7
M,7
Stella Adela,6
Stella Hubert,6
body,6
members,6
committee,6
day,6
profits,6
mob,6
love,6
return,6
Godfrey,6
gaze,6
movement,6
scene,6
Socialism,6
knowledge,6
duty,6
spirit,6
acquaintance,6
Joseph,6
audience,6
leaguers,6
trees,6
hearing,6
half,6
interview,6
Shelley,6
Mr Williamson,5
Mr Henry,5
grin,5
minutes,5
Haven,5
manner,5
chance,5
everything,5
behaviour,5
fellows,5
garden,5
idea,5
somebody,5
pride,5
Mike,5
events,5
object,5
capital,5
Messrs,5
hasn,5
F,5
footfall,5
morning,5
silence,5
books,5
Mary,5
tendencies,5
London,5
fire,5
company,5
workman,5
machine,5
everybody,5
combativeness,5
Everyone,5
Tory,5
mining,5
engineer,5
sister Mutimer,4
Westlake Adela,4
stories children,4
Mr Robert,4
Westlake fellow,4
sister I,4
King son,4
sister Jane,4
policeman,4
train,4
papers,4
innocence,4
Demos,4
multitude,4
weakness,4
Somebody,4
sound,4
landlady,4
beauty,4
grief,4
death,4
point,4
fingers,4
years,4
pair,4
loss,4
isn,4
hope,4
No,4
mood,4
Didn,4
windows,4
truth,4
cruelty,4
days,4
lot,4
employers,4
times,4
water,4
Cullen,4
present,4
dignity,4
line,4
imagination,4
control,4
suffering,4
Something,4
maid,4
board,4
wood,4
assembly,4
power,4
boys,4
year,4
account,4
home,4
copy,4
Them,4
hurry,4
collar,4
ideal,4
East Enders,3
state things,3
Westlake Hubert,3
Westlake You,3
capitalists capitalists,3
Westlake people,3
Mrs Alfred,3
Mrs W,3
capitalists I,3
administrators administrators,3
blast furnaces,3
aristocrats aristocrats,3
Mrs Rodman,3
Westlake widow,3
Westlake husband,3
lives,3
habits,3
fear,3
teeth,3
hansom,3
secretary,3
calumny,3
force,3
pain,3
shoulders,3
efforts,3
blow,3
tumult,3
form,3
cab,3
opportunities,3
Nothing,3
excitement,3
motive,3
cause,3
annuity,3
none,3
Will,3
tongue,3
confession,3
moment,3
honour,3
everyone,3
memory,3
eyebrows,3
cheeks,3
lines,3
sob,3
nobody,3
education,3
weather,3
Secretary,3
expression,3
hat,3
agitation,3
dress,3
morrow,3
fate,3
revolution,3
prejudice,3
discovery,3
desolation,3
front,3
volley,3
servants,3
Tocsin,3
organ,3
bulk,3
troubles,3
Radical,3
age,3
laws,3
feel,3
library,3
wind,3
observation,3
Nicholas,3
months,3
fault,3
country,3
workroom,3
disappointment,3
town,3
yourself,3
barmaid,3
sympathy,3
undertaking,3
property,3
editor,3
Men,3
extent,3
scheme,3
plan,3
None,3
number,3
valley,3
sides,3
lecture,3
visitors,3
newspaper,3
scruple,3
Walthams,3
affairs,3
vigour,3
Dan,3
speech,3
judgment,3
Yes,3
mankind,3
material,3
sense,3
Girls,3
bells,3
page,3
prospects,3
fact,3
workin,3
folk,3
languor,3
relations,3
Albion,3
Fellow,3
hum,3
sewing,3
village,3
Friends,3
Ah,3
parents,3
darling,3
horsey,3
tremor,3
eyelids,3
invitations,3
tea,3
Rendal,3
table,3
Eva,3
while,3
decency,3
Mewling,3
captive,3
loveliness,3
East End,2
sister Emma,2
sister Mrs,2
Dr Manns,2
testator nephew,2
circumstances circumstances,2
circumstances Adela,2
sisterinlaw Alice,2
Stella something,2
Stella Mrs,2
Stella husband,2
Stella Mutimer,2
Captain Captain,2
Captain I,2
Westlake article,2
Westlake English,2
Westlake sincerity,2
Westlake pit,2
question Alice,2
sisterinlaw Richard,2
sister Alice,2
sister Daniel,2
sister brother,2
Princess I,2
Mr Delancey,2
Mrs Williamson,2
obstinacy Richard,2
Westlake Mutimer,2
journalist Mr,2
misty influence,2
Princess Arry,2
Princess Alice,2
journalist Arry,2
Mrs Robinson,2
circumstances Mr,2
pistol bullet,2
Miss Tew,2
listeners listeners,2
King Polycrates,2
sister don,2
yesterday conversation,2
journalist Mutimer,2
sister hasn,2
Westlake Waltham,2
sister letter,2
question Adela,2
interest Adela,2
Westlake Gladness,2
Stella kiss,2
strength purity,2
postage Alfred,2
sister Jessie,2
circumstances widow,2
minister offices,2
Stella widow,2
Westlake wife,2
Westlake paper,2
Mr Keenell,2
revolutionist workman,2
Dare,2
Williamson,2
kisses,2
ringing,2
ve,2
space,2
gathering,2
victualler,2
yell,2
criminal,2
rumour,2
club,2
law,2
pursuers,2
cry,2
sensations,2
flame,2
bosom,2
yells,2
spectacle,2
enemies,2
abbots,2
cabman,2
Eldons,2
hair,2
quality,2
wish,2
brows,2
refusal,2
command,2
nephew,2
thoughts,2
rejoinder,2
bell,2
considerations,2
jealousy,2
path,2
dread,2
effort,2
future,2
untruthfulness,2
shame,2
principles,2
sake,2
muteness,2
bank,2
friendliness,2
grass,2
growth,2
childhood,2
images,2
comparison,2
warders,2
marriage,2
observer,2
novels,2
tales,2
ud,2
Henceforth,2
kindness,2
impulses,2
Anyone,2
doubt,2
Disappearance,2
sickness,2
vehicles,2
dozen,2
pavement,2
brain,2
pallor,2
aid,2
purpose,2
illness,2
visit,2
prettiness,2
fever,2
pity,2
sufferer,2
affair,2
Cross,2
tyranny,2
moments,2
repose,2
results,2
difficulties,2
revelation,2
aspects,2
reaction,2
type,2
enthusiasm,2
progress,2
brothers,2
humour,2
Janey,2
bedtime,2
Road,2
necessity,2
flow,2
England,2
anger,2
myself,2
sun,2
thoroughfares,2
associations,2
uncle,2
Movements,2
merchant,2
Isn,2
Sunday,2
nay,2
possibility,2
convictions,2
sincerity,2
aweer,2
indignation,2
consequence,2
branch,2
council,2
settlement,2
building,2
community,2
shrewder,2
end,2
Chronicle,2
placard,2
views,2
Mothers,2
railway,2
importance,2
detail,2
qualities,2
horse,2
conscience,2
literature,2
correspondence,2
laugh,2
case,2
event,2
temptations,2
silver,2
watch,2
difficulty,2
authority,2
signs,2
secret,2
wealth,2
knock,2
member,2
joy,2
Women,2
significance,2
chill,2
anybody,2
Clay,2
princess,2
absence,2
delicacy,2
wretchedness,2
means,2
emancipation,2
influences,2
refinement,2
impatience,2
futilities,2
insincerities,2
attachments,2
accident,2
glimpse,2
misery,2
approach,2
influence,2
roof,2
caprice,2
cupboard,2
pews,2
perchance,2
pay,2
manuscript,2
undreamt,2
sentence,2
summer,2
afternoon,2
place,2
luncheon,2
paragraph,2
gods,2
repugnance,2
Puritanism,2
training,2
lamb,2
writing,2
eh,2
dresses,2
generosity,2
rumours,2
bidden,2
practice,2
abbey,2
vale,2
seriousness,2
sons,2
sort,2
picture,2
vision,2
gossips,2
artisan,2
deal,2
Propaganda,2
workmen,2
Porters,2
bent,2
occasion,2
mortals,2
interrogation,2
accuser,2
river,2
spy,2
feelings,2
sensation,2
art,2
reasons,2
Rodmans,2
creatures,2
baby,2
usefulness,2
tact,2
reason,2
May,2
writer,2
reasoning,2
carelessness,2
poetry,2
lightning,2
impressiveness,2
manDick,2
applause,2
lamp,2
